PROCEDIMENTO;RN_ALTERACAO;VIGENCIA;OD;AMB;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPITULO
PROCEDIMENTO DIAGNÓSTICO EM IMUNOFLUORESCÊNCIA, DIRETA E INDIRETA;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROCEDIMENTO DIAGNÓSTICO EM PAINEL DE IMUNOISTOQUÍMICA;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROCEDIMENTO DIAGNÓSTICO EM REVISÃO DE LÂMINAS;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"PROCEDIMENTO DIAGNÓSTICO POR HIBRIDIZAÇÃO ""IN SITU"" OU HIBRIDIZAÇÃO ""IN SITU"" POR FLUORESCÊNCIA";;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PUNÇÃO ASPIRATIVA COM AGULHA FINA (ÓRGÃOS OU ESTRUTURAS SUPERFICIAIS);;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PUNÇÃO ASPIRATIVA COM AGULHA FINA DE MASSAS, ÓRGÃOS OU ESTRUTURAS PROFUNDAS ORIENTADA OU NÃO POR IMAGEM;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
RECEPTOR DE ESTROGÊNIO, ENSAIO IMUNO-HISTOQUÍMICO;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RECEPTOR DE PROGESTERONA, ENSAIO IMUNO-HISTOQUÍMICO;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
UREASE, TESTE RÁPIDO PARA HELICOBACTER PYLORI;;;;;;;;;;PROCEDIMENTOS;ANATOMIA PATOLÓGICA E CITOPATOLOGIA;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANGIOGRAFIA CAROTÍDIA (VIA FEMURAL);;;;;;;;;;CARDIOVASCULAR - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANGIOGRAFIA RADIOISOTÓPICA;;;;;;;;;;CARDIOVASCULAR - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DO MIOCÁRDIO (INFARTO AGUDO);;;;;;;;;;CARDIOVASCULAR - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DO MIOCÁRDIO COM FLUORDEOXIGLICOSE (FDG-FLÚOR-18);;;;;;;;;;CARDIOVASCULAR - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DO MIOCÁRDIO PERFUSÃO - ESTRESSE FARMACOLÓGICO (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;CARDIOVASCULAR - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DO MIOCÁRDIO PERFUSÃO - ESTRESSE FÍSICO (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;CARDIOVASCULAR - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DO MIOCÁRDIO PERFUSÃO - REPOUSO (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;CARDIOVASCULAR - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA SINCRONIZADA DAS CÂMARAS CARDÍACAS - ESFORÇO;;;;;;;;;;CARDIOVASCULAR - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA SINCRONIZADA DAS CÂMARAS CARDÍACAS - REPOUSO;;;;;;;;;;CARDIOVASCULAR - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FLUXO SANGUÍNEO DAS EXTREMIDADES;;;;;;;;;;CARDIOVASCULAR - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"QUANTIFICAÇÃO DE ""SHUNT"" DA DIREITA PARA A ESQUERDA";;;;;;;;;;CARDIOVASCULAR - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"QUANTIFICAÇÃO DE ""SHUNT"" PERIFÉRICO";;;;;;;;;;CARDIOVASCULAR - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
VENOGRAFIA RADIOISOTÓPICA;;;;;;;;;;CARDIOVASCULAR - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DAS GLÂNDULAS SALIVARES COM OU SEM ESTÍMULO;;;;;;;;;;DIGESTIVO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DO FÍGADO E DO BAÇO;;;;;;;;;;DIGESTIVO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DO FÍGADO E VIAS BILIARES;;;;;;;;;;DIGESTIVO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
CINTILOGRAFIA PARA DETECÇÃO DE HEMORRAGIA DIGESTÓRIA;;;;;;;;;;DIGESTIVO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA PARA DETERMINAÇÃO DO TEMPO DE ESVAZIAMENTO GÁSTRICO;;;;;;;;;;DIGESTIVO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA PARA ESTUDO DE TRÂNSITO ESOFÁGICO (LÍQUIDOS E SEMI-SÓLIDOS);;;;;;;;;;DIGESTIVO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA PARA PESQUISA DE DIVERTÍCULO DE MECKEL;;;;;;;;;;DIGESTIVO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA PARA PESQUISA DE REFLUXO GASTRO-ESOFÁGICO;;;;;;;;;;DIGESTIVO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FLUXO SANGUÍNEO HEPÁTICO (QUALITATIVO E QUANTITATIVO);;;;;;;;;;DIGESTIVO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (IODO - 131 OU 123);;;;;;;;;;ENDÓCRINO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (TECNÉCIO - 99M TC);;;;;;;;;;ENDÓCRINO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DAS PARATIREÓIDES;;;;;;;;;;ENDÓCRINO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DE CORPO INTEIRO PARA PESQUISA DE METÁSTASES (PCI);;;;;;;;;;ENDÓCRINO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DE ESTÍMULO COM TSH RECOMBINANTE;;;;;;;;;;ENDÓCRINO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DE SUPRESSÃO DA TIREÓIDE COM T3;;;;;;;;;;ENDÓCRINO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DO PERCLORATO;;;;;;;;;;ENDÓCRINO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA RENAL DINÂMICA;;;;;;;;;;GENITURINÁRIO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA RENAL DINÂMICA COM DIURÉTICO OU INIBIDOR DA ECA;;;;;;;;;;GENITURINÁRIO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA RENAL ESTÁTICA (QUANTITATIVA OU QUALITATIVA);;;;;;;;;;GENITURINÁRIO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA TESTICULAR (ESCROTAL);;;;;;;;;;GENITURINÁRIO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CISTOCINTILOGRAFIA DIRETA;;;;;;;;;;GENITURINÁRIO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CISTOCINTILOGRAFIA INDIRETA;;;;;;;;;;GENITURINÁRIO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
DETERMINAÇÃO DA FILTRAÇÃO GLOMERULAR;;;;;;;;;;GENITURINÁRIO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DO FLUXO PLASMÁTICO RENAL;;;;;;;;;;GENITURINÁRIO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DO SISTEMA RETÍCULO-ENDOTELIAL (MEDULA ÓSSEA);;;;;;;;;;HEMATOLÓGICO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DEMONSTRAÇÃO DO SEQÜESTRO DE HEMÁCIAS PELO BAÇO;;;;;;;;;;HEMATOLÓGICO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA SOBREVIDA DE HEMÁCIAS;;;;;;;;;;HEMATOLÓGICO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DO VOLUME ERITROCITÁRIO;;;;;;;;;;HEMATOLÓGICO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DO VOLUME PLASMÁTICO;;;;;;;;;;HEMATOLÓGICO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DE ABSORÇÃO DE VITAMINA B12 COM COBALTO - 57 (TESTE DE SCHILLING);;;;;;;;;;HEMATOLÓGICO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA ÓSSEA (CORPO TOTAL);;;;;;;;;;MÚSCULO - ESQUELÉTICO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FLUXO SANGÜÍNEO ÓSSEO;;;;;;;;;;MÚSCULO - ESQUELÉTICO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA CEREBRAL;;;;;;;;;;NERVOSO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DE PERFUSÃO CEREBRAL;;;;;;;;;;NERVOSO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DE PERFUSÃO CEREBRAL PARA AVALIAÇÃO DE TRANSPORTADORES DE DOPAMINA (COM DIRETRIZ DE UTILZAÇÃO);;;;;;;;;;NERVOSO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CISTERNOCINTILOGRAFIA;;;;;;;;;;NERVOSO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CISTERNOCINTILOGRAFIA PARA PESQUISA DE FÍSTULA LIQUÓRICA;;;;;;;;;;NERVOSO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ESTUDO DO TRÂNSITO LIQUÓRICO;;;;;;;;;;NERVOSO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FLUXO SANGUÍNEO CEREBRAL;;;;;;;;;;NERVOSO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
MIELOCINTILOGRAFIA;;;;;;;;;;NERVOSO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
VENTRÍCULO-CINTILOGRAFIA;;;;;;;;;;NERVOSO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
CINTILOGRAFIA COM ANÁLOGO DE SOMATOSTATINA;;;;;;;;;;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA COM GÁLIO-67;;;;;;;;;;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA COM LEUCÓCITOS MARCADOS;;;;;;;;;;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA COM MIBG (METAIODOBENZILGUANIDINA);;;;;;;;;;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA DE MAMA;;;;;;;;;;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DEMARCAÇÃO RADIOISOTÓPICA DE LESÕES TUMORAIS;;;;;;;;;;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETECÇÃO INTRAOPERATÓRIA RADIOGUIADA DE LESÕES TUMORAIS;;;;;;;;;;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETECÇÃO INTRAOPERATÓRIA RADIOGUIADA DE LINFONODO SENTINELA;;;;;;;;;;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LINFOCINTILOGRAFIA;;;;;;;;;;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PET-CT ONCOLÓGICO (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
QUANTIFICAÇÃO DA CAPTAÇÃO PULMONAR COM GÁLIO-67;;;;;;;;;;ONCOLOGIA / INFECTOLOGIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA PARA DETECÇÃO DE ASPIRAÇÃO PULMONAR;;;;;;;;;;RESPIRATÓRIO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA PULMONAR (INALAÇÃO);;;;;;;;;;RESPIRATÓRIO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CINTILOGRAFIA PULMONAR (PERFUSÃO);;;;;;;;;;RESPIRATÓRIO - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRATAMENTO COM METAIODOBENZILGUANIDINA (MIBG);;;;;;;;;;TERAPIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRATAMENTO DA POLICITEMIA VERA;;;;;;;;;;TERAPIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRATAMENTO DE CÂNCER DA TIREÓIDE;;;;;;;;;;TERAPIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRATAMENTO DE DOR ÓSSEA CAUSADA POR METÁSTASE COM SAMÁRIO-136 OU ESTRÔNCIO-90;;;;;;;;;;TERAPIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRATAMENTO DE HIPERTIREOIDISMO-BÓCIO NODULAR TÓXICO (GRAVES);;;;;;;;;;TERAPIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
TRATAMENTO DE HIPERTIREOIDISMO-BÓCIO NODULAR TÓXICO (PLUMMER);;;;;;;;;;TERAPIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRATAMENTO DE TUMORES NEUROENDÓCRINOS;;;;;;;;;;TERAPIA - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
IMUNOCINTILOGRAFIA (ANTICORPOS MONOCLONAIS);;;;;;;;;;OUTROS - IN VIVO;MEDICINA NUCLEAR;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
AMPLIAÇÃO OU MAGNIFICAÇÃO DE LESÃO MAMÁRIA;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANGIOGRAFIA POR CATETERISMO NÃO SELETIVO, SELETIVO OU SUPERSELETIVO;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANGIOGRAFIA POR PUNÇÃO;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANGIOGRAFIA TRANSOPERATÓRIA DE POSICIONAMENTO;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
AORTOGRAFIA ABDOMINAL POR PUNÇÃO TRANSLOMBAR;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ARTROGRAFIA OU PNEUMOARTROGRAFIA;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
AVALIAÇÃO HEMODINÂMICA POR CATETERISMO (AFERIMENTO DE PRESSÃO OU FLUXO ARTERIAL OU VENOSO);;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CAVERNOSOGRAFIA;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CLISTER OU ENEMA OPACO (DUPLO CONTRASTE);;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLANGIOGRAFIA INTRA-OPERATÓRIA;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLANGIOGRAFIA PÓS-OPERATÓRIA (PELO DRENO);;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLANGIOGRAFIA TRANSCUTÂNEA;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLANGIOPANCREATOGRAFIA RETRÓGRADA;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DACRIOCISTOGRAFIA;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DEFECOGRAMA;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DEGLUTOGRAMA OU VIDEODEGLUTOGRAMA;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
DENSITOMETRIA ÓSSEA - QUALQUER SEGMENTO;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DRENAGEM PERCUTÂNEA ORIENTADA POR RX (ACRESCENTAR O EXAME DE BASE);;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ESCANOMETRIA;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ESPLENOPORTOGRAFIA PERCUTÂNEA;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ESTUDO DO DELGADO COM DUPLO CONTRASTE;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FÁRMACO-CAVERNOSOGRAFIA (DINÂMICA);;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FISTULOGRAFIA;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FLEBOGRAFIA POR PUNÇÃO VENOSA;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FLEBOGRAFIA RETRÓGRADA POR CATETERISMO;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HISTEROSSALPINGOGRAFIA;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LINFANGIOADENOGRAFIA;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
MAMOGRAFIA CONVENCIONAL;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
MAMOGRAFIA DIGITAL (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
MIELOGRAFIA;;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
MORFOMETRIA DIGITAL (COLUNA OU FÊMUR);;;;;;;;;;RADIOGRAFIAS;MÉTODOS DIAGNÓSTICOS POR IMAGEM;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
